eval_id	interface	c1_x	c1_y	r1	a1	c2_x	c2_y	r2	a2	c3_x	c3_y	r3	a3
1968	NO_ID	0.727661	0.793119	0.549807	48.500973	0.422258	0.254242	0.588276	57.387390	0.930463	0.848523	0.192935	32.510671
1969	NO_ID	0.633830	0.840745	0.116709	41.017033	0.295918	0.414091	0.651682	39.390801	0.801190	0.472344	0.266387	55.121700
1970	NO_ID	0.304975	0.948595	0.504012	32.794951	0.828333	0.370280	0.399100	66.596406	0.488206	0.750443	0.542628	69.207634
1971	NO_ID	0.916498	0.463503	0.624584	43.938341	0.475020	0.058225	0.306376	84.963982	0.548620	0.766477	0.162017	38.418321
1972	NO_ID	0.302910	0.635074	0.549463	53.805648	0.880238	0.402483	0.056299	64.108071	0.652024	0.656458	0.050747	62.796466
1973	NO_ID	0.498400	0.724220	0.220709	40.486773	0.526666	0.872639	0.152124	65.676034	0.816396	0.374496	0.198386	74.848095
1974	NO_ID	0.241916	0.690149	0.342808	84.524712	0.155837	0.061529	0.266841	31.748170	0.099980	0.563095	0.087915	85.025773
1975	NO_ID	0.728972	0.183497	0.253373	34.076323	0.773619	0.467265	0.152144	61.214596	0.663960	0.799381	0.606745	66.415694
1976	NO_ID	0.479885	0.752517	0.531324	49.098655	0.486087	0.841243	0.383156	72.340016	0.341362	0.316490	0.073564	52.556306
1977	NO_ID	0.202074	0.532423	0.317618	79.068789	0.936549	0.635188	0.581846	43.515006	0.459647	0.321901	0.315938	69.929102
1978	NO_ID	0.232939	0.917749	0.675053	36.369155	0.388705	0.638022	0.092028	33.080023	0.329938	0.580275	0.653534	51.325632
1979	NO_ID	0.713794	0.336896	0.067310	45.434812	0.918527	0.170561	0.504249	49.986896	0.316887	0.814118	0.238748	46.065626
1980	NO_ID	0.138791	0.198868	0.198548	58.608297	0.351111	0.874085	0.284410	47.707671	0.101850	0.443955	0.572992	80.729187
1981	NO_ID	0.090456	0.202509	0.477192	54.196531	0.259134	0.568087	0.666633	52.291483	0.509682	0.752652	0.244366	76.682393
1982	NO_ID	0.227921	0.505072	0.443177	52.147649	0.287570	0.513492	0.496781	49.958130	0.422371	0.943754	0.050102	34.889423
1983	NO_ID	0.289739	0.495251	0.050375	57.785211	0.927976	0.123091	0.386423	56.050774	0.767489	0.221818	0.598026	56.745363
1984	NO_ID	0.803649	0.714496	0.493532	69.041859	0.256136	0.405936	0.428947	69.834986	0.935724	0.750344	0.389784	54.168955
1985	NO_ID	0.242290	0.611891	0.289988	86.944824	0.618356	0.227029	0.594391	63.496065	0.317646	0.219118	0.226842	41.460185
1986	NO_ID	0.081510	0.228088	0.120355	40.225717	0.458523	0.118830	0.463304	43.698402	0.402226	0.742483	0.575660	82.690324
1987	NO_ID	0.295112	0.393991	0.481501	55.678057	0.882524	0.772786	0.630077	66.139135	0.468666	0.399802	0.524241	50.073268
1988	NO_ID	0.405202	0.507504	0.695254	34.914448	0.913497	0.353182	0.265498	88.375382	0.790830	0.728058	0.465107	82.041016
1989	NO_ID	0.669073	0.867081	0.476689	68.510878	0.641769	0.140503	0.616228	50.392507	0.064732	0.106560	0.249462	87.964639
1990	NO_ID	0.223549	0.119647	0.243008	72.681737	0.508129	0.890952	0.323357	43.856052	0.873462	0.775805	0.363407	62.801445
1991	NO_ID	0.318343	0.267765	0.350861	41.891935	0.169936	0.842190	0.337950	61.793981	0.626632	0.491440	0.598535	88.416707
1992	NO_ID	0.122800	0.941910	0.354114	67.327286	0.306464	0.314600	0.103707	80.340461	0.609191	0.780040	0.346873	48.348714
1993	NO_ID	0.278743	0.423932	0.647483	65.396387	0.561662	0.867405	0.089900	86.827395	0.051292	0.441082	0.656413	51.413128
1994	NO_ID	0.284887	0.063391	0.216180	81.073174	0.477698	0.707240	0.438564	74.403658	0.257210	0.873414	0.514652	85.628909
1995	NO_ID	0.257302	0.181097	0.300171	79.642294	0.133891	0.222020	0.473230	30.197537	0.193005	0.403131	0.446675	67.961782
1996	NO_ID	0.783551	0.773258	0.357654	88.378693	0.866426	0.321995	0.324010	53.305228	0.788879	0.830859	0.147267	79.671598
1997	NO_ID	0.223666	0.566745	0.117439	30.788267	0.799209	0.831889	0.158109	74.465480	0.234677	0.779730	0.615888	84.484003
1998	NO_ID	0.057432	0.865610	0.600230	53.301914	0.347871	0.585122	0.183772	50.198016	0.071506	0.292901	0.672720	48.644984
1999	NO_ID	0.298303	0.406757	0.407743	84.362935	0.286336	0.201717	0.152471	66.066175	0.168949	0.252139	0.228260	68.377501
2000	NO_ID	0.600379	0.516095	0.424526	44.685883	0.440174	0.340221	0.690808	38.199610	0.762730	0.836352	0.068100	46.944708
2001	NO_ID	0.905603	0.256176	0.669221	66.157911	0.120888	0.524452	0.331154	84.838499	0.877395	0.354833	0.055783	32.986578
2002	NO_ID	0.732897	0.429217	0.231031	43.115065	0.375113	0.681718	0.074701	44.155457	0.882467	0.632751	0.152618	41.148122
2003	NO_ID	0.733469	0.936143	0.085757	33.522243	0.523491	0.149113	0.634947	84.325107	0.916374	0.549554	0.558040	80.133852
2004	NO_ID	0.758016	0.925051	0.502165	81.550121	0.441209	0.805339	0.358837	86.989948	0.186644	0.311675	0.597019	84.106499
2005	NO_ID	0.094442	0.482441	0.283202	76.986646	0.645638	0.586705	0.683413	64.842666	0.083611	0.090720	0.274923	69.048009
2006	NO_ID	0.641247	0.644487	0.125863	32.212227	0.770887	0.797263	0.555329	43.105289	0.507916	0.191820	0.665852	47.067056
2007	NO_ID	0.076515	0.403611	0.182247	76.594840	0.121750	0.875293	0.338816	39.508529	0.396761	0.341910	0.085414	46.331794
2008	NO_ID	0.300990	0.380697	0.303490	81.752896	0.393926	0.897153	0.112160	48.554866	0.197216	0.772957	0.657793	43.729695
2009	NO_ID	0.689300	0.272019	0.308836	70.358865	0.094208	0.137954	0.134331	46.646478	0.318965	0.804671	0.177298	32.793463
2010	NO_ID	0.623551	0.730577	0.394205	50.148547	0.649485	0.532531	0.056947	42.841139	0.596181	0.207415	0.168794	88.239587
2011	NO_ID	0.778082	0.319286	0.488295	42.948380	0.935689	0.228347	0.613341	61.532506	0.306097	0.522369	0.298176	61.971361
2012	NO_ID	0.178826	0.282097	0.285277	33.783043	0.747109	0.439601	0.171801	74.415205	0.905548	0.234341	0.313259	64.629663
2013	NO_ID	0.174435	0.775560	0.278911	83.938490	0.903300	0.288745	0.401089	38.902309	0.424078	0.109767	0.276467	54.360571
2014	NO_ID	0.299505	0.301547	0.157396	80.203784	0.883184	0.621884	0.103509	73.011537	0.367906	0.915129	0.469501	42.470315
2015	NO_ID	0.778155	0.541690	0.386721	74.081567	0.837786	0.791889	0.489689	72.363465	0.885331	0.194855	0.642746	32.187858
2016	NO_ID	0.512597	0.810130	0.454415	87.150779	0.594629	0.748218	0.149809	44.454991	0.312116	0.599939	0.236270	53.727380
2017	NO_ID	0.830462	0.498179	0.664263	62.859824	0.770715	0.477265	0.268716	54.301509	0.783323	0.470555	0.168624	62.269616
2018	NO_ID	0.786864	0.871504	0.683636	78.224230	0.499262	0.087040	0.584677	63.482911	0.801145	0.730188	0.133856	84.408847
2019	NO_ID	0.476227	0.459328	0.192464	58.112175	0.157765	0.176814	0.108717	63.012071	0.516858	0.404400	0.221132	65.141726
2020	NO_ID	0.898540	0.340437	0.058446	59.816920	0.501572	0.156832	0.463152	54.060958	0.429669	0.446468	0.568183	42.399133
2021	NO_ID	0.463031	0.180785	0.369830	32.513811	0.570381	0.519575	0.206637	64.615675	0.651394	0.245995	0.399534	42.693073
2022	NO_ID	0.592163	0.146468	0.287787	34.828060	0.293733	0.468100	0.587075	62.775190	0.090507	0.138208	0.345453	61.163551
2023	NO_ID	0.316984	0.226382	0.222910	31.805196	0.229020	0.815006	0.260765	85.048329	0.191229	0.242153	0.490428	57.314583
2024	NO_ID	0.564083	0.563665	0.328660	31.669926	0.415596	0.246524	0.658456	47.345531	0.795426	0.272990	0.561856	74.273727
2025	NO_ID	0.136025	0.582472	0.108485	33.959892	0.625119	0.787609	0.301906	87.582703	0.384391	0.582384	0.445612	66.884281
2026	NO_ID	0.546049	0.095422	0.188306	86.407201	0.305538	0.171816	0.349381	65.658563	0.920623	0.264046	0.122277	48.862824
2027	NO_ID	0.454986	0.288510	0.143709	54.702929	0.481216	0.707228	0.243933	89.891895	0.097604	0.849237	0.451355	45.177213
2028	NO_ID	0.174754	0.348420	0.548121	31.159587	0.574708	0.760637	0.149986	82.996273	0.829471	0.537888	0.455948	72.780629
2029	NO_ID	0.572504	0.223852	0.434009	74.656645	0.291696	0.388986	0.369046	33.699101	0.566890	0.216050	0.634196	68.620449
2030	NO_ID	0.857493	0.362805	0.248704	74.410359	0.520961	0.353109	0.378758	70.939549	0.369418	0.178267	0.687298	74.195350
2031	NO_ID	0.884269	0.531942	0.088826	54.539211	0.299693	0.609074	0.135302	89.109243	0.298049	0.395087	0.351941	50.110010
2032	NO_ID	0.413447	0.596272	0.610835	74.992256	0.089265	0.697088	0.651625	67.579930	0.751346	0.210859	0.446275	59.954134
2033	NO_ID	0.543878	0.224508	0.231219	58.611730	0.236976	0.454389	0.167355	46.980206	0.530656	0.069869	0.203585	65.169936
2034	NO_ID	0.622236	0.742891	0.155481	78.890657	0.143522	0.631951	0.441997	68.280530	0.247426	0.712790	0.200233	59.415277
2035	NO_ID	0.536817	0.799781	0.160517	74.095748	0.383551	0.133177	0.440733	30.937576	0.694474	0.597923	0.328470	32.947576
2036	NO_ID	0.238966	0.557113	0.640745	72.826874	0.800043	0.892528	0.124135	31.935905	0.289174	0.464769	0.281903	48.020003
2037	NO_ID	0.451093	0.080731	0.581839	86.446230	0.552944	0.905112	0.141626	32.124196	0.120924	0.557862	0.315131	41.752437
2038	NO_ID	0.703578	0.283998	0.171748	50.330674	0.439393	0.836668	0.314743	50.115353	0.934225	0.098608	0.247528	44.015441
2039	NO_ID	0.417173	0.123586	0.256778	32.104998	0.573313	0.346430	0.662938	66.391773	0.207327	0.254753	0.268661	39.562864
2040	NO_ID	0.289850	0.259978	0.154762	69.638876	0.855360	0.875169	0.184421	65.611042	0.565934	0.796112	0.247077	53.591645
2041	NO_ID	0.311864	0.245329	0.111932	41.009025	0.374836	0.656988	0.289303	59.620878	0.633582	0.713513	0.226942	70.147319
2042	NO_ID	0.060244	0.337536	0.138567	86.920267	0.392980	0.737529	0.610475	33.757151	0.544711	0.275531	0.241613	79.472467
2043	NO_ID	0.573365	0.257382	0.186021	86.144610	0.209321	0.074836	0.073937	42.580354	0.317842	0.520499	0.478863	87.236959
2044	NO_ID	0.145779	0.422862	0.366059	60.332357	0.922936	0.562646	0.481630	70.171910	0.390954	0.949066	0.699840	85.747302
2045	NO_ID	0.093492	0.503343	0.051105	89.845482	0.297877	0.475064	0.434372	43.663262	0.441782	0.065621	0.225527	34.898775
2046	NO_ID	0.083311	0.629809	0.510416	63.717512	0.934883	0.720795	0.408581	41.487032	0.334617	0.664308	0.514356	41.409939
2047	NO_ID	0.242639	0.731864	0.236602	68.075776	0.430865	0.312536	0.495599	47.285771	0.849695	0.528351	0.287891	51.203479
2048	NO_ID	0.613307	0.066035	0.550585	63.933735	0.687511	0.580874	0.152730	53.929771	0.856386	0.737261	0.562987	45.088973
2049	NO_ID	0.620652	0.790652	0.671377	65.927850	0.112649	0.908357	0.081388	41.158238	0.208131	0.175654	0.201981	67.552426
2050	NO_ID	0.776167	0.170442	0.442051	78.478755	0.414804	0.573298	0.535460	86.799504	0.931614	0.436415	0.692115	45.390253
2051	NO_ID	0.835206	0.295799	0.593395	64.116637	0.226887	0.130482	0.374776	47.798961	0.807592	0.545034	0.309735	79.381217
2052	NO_ID	0.695079	0.605891	0.276788	42.807179	0.670709	0.583240	0.208223	77.831688	0.881318	0.424510	0.552039	68.714895
2053	NO_ID	0.351710	0.682328	0.337009	78.752822	0.818381	0.725335	0.214570	74.017201	0.818739	0.811655	0.579969	37.810468
2054	NO_ID	0.301069	0.246263	0.615097	52.735555	0.462008	0.549956	0.263453	68.706703	0.201396	0.940866	0.456800	64.156505
2055	NO_ID	0.638531	0.882663	0.486678	57.699949	0.552955	0.423208	0.229447	76.290583	0.702344	0.717582	0.133355	87.982343
2056	NO_ID	0.768544	0.352905	0.611151	81.825942	0.759590	0.524946	0.222049	66.644801	0.159951	0.480828	0.500600	47.828192
2057	NO_ID	0.120004	0.149167	0.283030	37.542859	0.212475	0.936448	0.592998	49.177358	0.815053	0.051757	0.130730	63.080937
2058	NO_ID	0.270200	0.593451	0.669273	66.250058	0.167150	0.786298	0.517875	77.017328	0.354205	0.838154	0.321185	81.275819
2059	NO_ID	0.705314	0.784991	0.284166	82.074132	0.900673	0.236415	0.492457	50.704910	0.545340	0.287058	0.276516	80.257970
2060	NO_ID	0.359273	0.772642	0.271990	34.970541	0.564729	0.708448	0.433318	32.963167	0.547462	0.524543	0.202616	33.265293
2061	NO_ID	0.578968	0.423416	0.145027	89.369699	0.401186	0.854980	0.115329	30.072537	0.453076	0.399062	0.215417	38.040848
2062	NO_ID	0.227710	0.672571	0.267816	84.813787	0.279534	0.170634	0.531661	60.098157	0.232661	0.145680	0.091679	50.786358
2063	NO_ID	0.532932	0.755876	0.389948	30.360663	0.921046	0.686993	0.607194	48.340264	0.211674	0.183500	0.362802	74.375844
2064	NO_ID	0.643328	0.924218	0.318197	89.404987	0.075960	0.482800	0.634727	68.496076	0.274600	0.402236	0.307067	74.158401
2065	NO_ID	0.077720	0.131780	0.105520	62.237801	0.737724	0.224775	0.234647	62.398120	0.108410	0.490791	0.327087	62.538505
2066	NO_ID	0.295444	0.748213	0.333055	54.536331	0.369462	0.413740	0.374033	73.005861	0.630260	0.166105	0.671916	56.815706
2067	NO_ID	0.244746	0.757973	0.656705	44.697876	0.392238	0.926877	0.639524	65.214796	0.390858	0.734668	0.310281	33.227373
2068	NO_ID	0.242014	0.594761	0.290406	44.915917	0.860549	0.480541	0.222080	47.558816	0.912532	0.704607	0.100088	48.684301
2069	NO_ID	0.273576	0.146254	0.623468	79.252231	0.169267	0.499625	0.481159	65.207434	0.520647	0.336657	0.292308	68.116708
2070	NO_ID	0.498772	0.466519	0.122936	61.920311	0.873828	0.420503	0.624787	88.560161	0.543689	0.089184	0.482476	68.378077
2071	NO_ID	0.120009	0.288350	0.215402	55.522397	0.851935	0.611152	0.371981	51.713976	0.527964	0.807008	0.277876	34.645592
2072	NO_ID	0.276356	0.675904	0.111024	39.257444	0.654699	0.822275	0.065459	38.171362	0.710020	0.215961	0.223842	67.526882
2073	NO_ID	0.523848	0.464175	0.156971	45.402266	0.222844	0.136596	0.631279	56.454667	0.111044	0.698140	0.168785	61.130120
2074	NO_ID	0.732810	0.617106	0.367290	63.623024	0.508307	0.501876	0.539213	71.079328	0.526064	0.126628	0.350470	52.467690
2075	NO_ID	0.794393	0.667689	0.571275	85.341914	0.557713	0.894641	0.448189	33.612444	0.897646	0.757943	0.085233	77.665827
2076	NO_ID	0.502005	0.832986	0.214784	44.748397	0.583862	0.053937	0.501921	53.540670	0.550322	0.476948	0.369276	33.000248
2077	NO_ID	0.210477	0.630175	0.308936	68.466921	0.073982	0.587465	0.364931	37.725684	0.938568	0.811695	0.186527	40.706066
2078	NO_ID	0.468721	0.653041	0.234094	89.281532	0.161927	0.105232	0.198889	86.336498	0.918172	0.412527	0.461446	65.968230
2079	NO_ID	0.104298	0.562193	0.175719	35.016930	0.406079	0.257779	0.441882	37.888510	0.371344	0.566438	0.633967	61.463882
2080	NO_ID	0.908796	0.500307	0.518959	72.502104	0.700444	0.254086	0.166065	74.779721	0.194260	0.831130	0.222043	31.135682
2081	NO_ID	0.295840	0.570867	0.584963	64.960976	0.449982	0.626348	0.134080	62.034580	0.562923	0.452299	0.062352	66.706159
2082	NO_ID	0.920059	0.717641	0.552534	72.547399	0.737035	0.707420	0.591418	62.920203	0.899273	0.397167	0.130195	88.489480
2083	NO_ID	0.756553	0.072977	0.118362	52.548153	0.801367	0.709386	0.281708	43.891337	0.798386	0.185379	0.690576	53.950387
2084	NO_ID	0.539646	0.684492	0.141659	39.439478	0.079365	0.358407	0.090273	57.533119	0.941879	0.577344	0.074571	30.750664
2085	NO_ID	0.061885	0.168874	0.645984	38.052436	0.471139	0.075021	0.202508	75.946316	0.692039	0.279608	0.212770	45.933120
2086	NO_ID	0.700612	0.474271	0.355344	78.694345	0.414168	0.365601	0.291624	78.774375	0.500498	0.738274	0.488698	89.095720
2087	NO_ID	0.715808	0.895830	0.549894	38.039579	0.232583	0.470766	0.480739	42.280946	0.133310	0.280098	0.594997	86.125804
2088	NO_ID	0.323260	0.087838	0.283180	37.482133	0.250785	0.736803	0.246786	76.815625	0.686910	0.547479	0.124523	36.415902
2089	NO_ID	0.905928	0.591830	0.160641	45.293487	0.189563	0.797238	0.065632	65.839970	0.644882	0.618304	0.502663	86.788541
2090	NO_ID	0.147142	0.860842	0.223961	35.062176	0.076362	0.707770	0.380915	69.230022	0.079918	0.654770	0.662724	63.733072
2091	NO_ID	0.515620	0.593998	0.242490	33.219244	0.348026	0.590993	0.187781	59.697027	0.388932	0.268879	0.247935	87.266384
2092	NO_ID	0.412606	0.729111	0.487917	32.393355	0.530419	0.348902	0.645140	55.946993	0.558599	0.862415	0.087473	47.000580
2093	NO_ID	0.386337	0.664659	0.324803	32.563890	0.725606	0.693893	0.136633	77.834208	0.829150	0.238153	0.163016	64.309111
2094	NO_ID	0.308741	0.110675	0.136214	87.587953	0.840765	0.515063	0.143743	68.884960	0.228774	0.682968	0.641026	62.052293
2095	NO_ID	0.724935	0.559925	0.408213	78.188088	0.563939	0.722152	0.246324	32.166548	0.863321	0.888810	0.433552	49.553048
2096	NO_ID	0.844619	0.807989	0.214523	41.118313	0.479881	0.908440	0.460377	37.122725	0.775497	0.577171	0.380746	69.670363
2097	NO_ID	0.393079	0.878966	0.397840	46.144121	0.220496	0.531304	0.222264	64.534585	0.365348	0.560905	0.469831	88.736851
2098	NO_ID	0.910222	0.213276	0.378799	30.743632	0.674589	0.176776	0.064309	84.364788	0.858678	0.135713	0.501397	64.585676
2099	NO_ID	0.216835	0.119040	0.398191	37.835507	0.583721	0.500240	0.593122	81.688390	0.169161	0.690603	0.179444	55.707886
2100	NO_ID	0.392160	0.739360	0.692547	78.475470	0.450918	0.200321	0.219170	69.897179	0.179293	0.070071	0.667012	81.566778
2101	NO_ID	0.359641	0.628743	0.580300	46.267257	0.772266	0.352811	0.071381	65.451840	0.912222	0.490058	0.586173	86.267116
2102	NO_ID	0.537194	0.215857	0.304952	40.789831	0.765542	0.871584	0.530763	35.862080	0.632081	0.812839	0.352381	33.894209
2103	NO_ID	0.269204	0.137933	0.359429	83.453793	0.299621	0.339962	0.688584	73.861031	0.859361	0.745327	0.370157	38.184916
2104	NO_ID	0.872365	0.941072	0.630477	83.471230	0.537921	0.196296	0.333389	34.064022	0.365093	0.484035	0.136907	60.680142
2105	NO_ID	0.728046	0.555118	0.223545	67.616660	0.715056	0.206676	0.645581	83.387679	0.772567	0.182693	0.511905	62.876080
2106	NO_ID	0.226089	0.085054	0.519607	87.620142	0.388140	0.283104	0.469062	88.721430	0.660179	0.231272	0.154642	80.173845
2107	NO_ID	0.919824	0.124700	0.110195	40.613735	0.711344	0.229347	0.492273	75.855760	0.184821	0.580317	0.472477	39.759996
2108	NO_ID	0.785633	0.585563	0.383876	31.487293	0.132962	0.752856	0.413751	82.336050	0.934807	0.436240	0.224992	47.236756
2109	NO_ID	0.805954	0.584748	0.658669	48.201017	0.367966	0.869390	0.479022	86.792700	0.868904	0.126787	0.201448	70.631326
2110	NO_ID	0.362048	0.700568	0.697272	33.543334	0.212721	0.707075	0.491629	86.194419	0.932279	0.064346	0.638464	72.370672
2111	NO_ID	0.477950	0.245959	0.087681	30.832152	0.176332	0.184854	0.325780	55.542594	0.266138	0.513368	0.347803	81.971843
2112	NO_ID	0.409602	0.146598	0.570121	44.141431	0.582238	0.087521	0.072497	83.662913	0.914712	0.705819	0.500802	46.632141
2113	NO_ID	0.784666	0.088575	0.497472	64.700806	0.557343	0.583768	0.178818	58.579407	0.608791	0.692478	0.551181	41.688882
2114	NO_ID	0.736076	0.177521	0.517807	88.885188	0.881722	0.205357	0.380402	73.573316	0.197583	0.202602	0.403632	42.591905
2115	NO_ID	0.329662	0.932240	0.430439	30.673729	0.540431	0.516641	0.545228	54.340046	0.398715	0.835825	0.641903	75.949270
2116	NO_ID	0.395522	0.565788	0.513030	70.203688	0.915910	0.563138	0.125051	83.007298	0.662571	0.714932	0.281667	42.798039
2117	NO_ID	0.707952	0.218207	0.608308	37.842051	0.130147	0.384079	0.534184	72.608005	0.316974	0.945263	0.451435	67.255061
2118	NO_ID	0.942442	0.608274	0.419109	76.165354	0.706613	0.784775	0.288996	31.654814	0.201583	0.109024	0.627549	78.530920
2119	NO_ID	0.108411	0.609389	0.563527	82.093198	0.542317	0.905505	0.330786	67.372516	0.592801	0.509434	0.380342	38.938672
2120	NO_ID	0.389170	0.613912	0.468690	72.303301	0.520923	0.677415	0.131047	81.492015	0.872249	0.482722	0.070648	57.526595
2121	NO_ID	0.388965	0.262004	0.576751	52.857494	0.425351	0.140227	0.551872	82.252292	0.244026	0.775451	0.500550	50.931205
2122	NO_ID	0.672361	0.440381	0.694115	63.818710	0.427965	0.904580	0.133678	34.968580	0.916357	0.263649	0.161391	72.687449
2123	NO_ID	0.073541	0.219349	0.441457	55.918791	0.238802	0.627592	0.582983	79.799447	0.082532	0.494044	0.074185	47.023361
2124	NO_ID	0.128569	0.182587	0.572096	36.114325	0.145193	0.515558	0.671485	75.494694	0.333011	0.559129	0.247672	84.164563
2125	NO_ID	0.785693	0.816531	0.163419	40.142327	0.277695	0.180731	0.147617	64.052865	0.774111	0.701357	0.650263	69.338130
2126	NO_ID	0.928870	0.863448	0.423133	63.866163	0.358544	0.249101	0.059029	81.370773	0.309520	0.244842	0.223799	32.840468
2127	NO_ID	0.523658	0.751541	0.524645	78.528611	0.122525	0.783525	0.452226	68.171073	0.233262	0.774614	0.099847	60.138608
2128	NO_ID	0.536882	0.305578	0.521197	39.740722	0.085959	0.381229	0.245181	37.951793	0.325282	0.626130	0.129619	58.409243
2129	NO_ID	0.558137	0.421219	0.347599	39.568578	0.480157	0.487201	0.258996	56.218239	0.156835	0.463844	0.281040	47.863949
2130	NO_ID	0.805507	0.941098	0.079074	85.633937	0.620350	0.733084	0.663402	85.747526	0.321497	0.113749	0.152383	53.950708
2131	NO_ID	0.585827	0.588846	0.645688	55.640518	0.926844	0.862485	0.211360	38.089234	0.740923	0.207520	0.684651	70.471534
2132	NO_ID	0.882005	0.144655	0.232319	66.649920	0.733417	0.226622	0.056473	77.754095	0.920920	0.722611	0.544974	48.851369
2133	NO_ID	0.595858	0.669619	0.611445	58.025731	0.380638	0.113395	0.599354	40.305487	0.218000	0.877652	0.304705	34.936189
2134	NO_ID	0.074080	0.452826	0.383966	78.622550	0.068347	0.187819	0.244121	61.790826	0.594095	0.472499	0.545320	58.896510
2135	NO_ID	0.137795	0.855211	0.300601	84.973341	0.412264	0.913996	0.147033	69.059057	0.250428	0.346380	0.313099	56.638947
2136	NO_ID	0.229264	0.373713	0.374805	77.828869	0.143857	0.580624	0.059079	36.181664	0.278289	0.685435	0.069439	70.493199
2137	NO_ID	0.265392	0.813327	0.473557	45.083578	0.931961	0.500874	0.392402	73.308419	0.200991	0.732373	0.172119	51.894006
2138	NO_ID	0.460516	0.376455	0.161713	81.984424	0.120537	0.479841	0.451007	52.086114	0.261044	0.180724	0.158033	84.357377
2139	NO_ID	0.838062	0.119170	0.221397	41.677786	0.632209	0.222819	0.195456	86.847047	0.541466	0.331055	0.425026	53.551398
2140	NO_ID	0.926361	0.464971	0.300792	42.445671	0.145853	0.889002	0.647196	81.291084	0.256901	0.760216	0.052222	79.275620
2141	NO_ID	0.930955	0.306209	0.464932	36.035424	0.501612	0.076431	0.510947	86.751171	0.337609	0.255096	0.467418	41.912303
2142	NO_ID	0.948599	0.509264	0.378025	86.570481	0.347582	0.841694	0.385286	85.015442	0.081747	0.299632	0.569292	37.476224
2143	NO_ID	0.907251	0.210799	0.194009	45.295948	0.544512	0.842749	0.180375	36.711388	0.189730	0.119511	0.561021	53.171302
2144	NO_ID	0.817359	0.894049	0.317150	31.630637	0.139416	0.221336	0.090716	57.750631	0.792130	0.248160	0.144156	32.800541
2145	NO_ID	0.627385	0.606251	0.367565	87.496501	0.641108	0.365482	0.202207	37.619061	0.457176	0.640451	0.273274	69.888745
2146	NO_ID	0.688578	0.541908	0.167954	87.431336	0.775893	0.800885	0.490564	43.445808	0.896139	0.497418	0.697133	35.804317
2147	NO_ID	0.871337	0.906514	0.060267	53.632293	0.232427	0.910846	0.077925	55.854580	0.334643	0.947564	0.361597	63.200243
2148	NO_ID	0.809665	0.139714	0.122451	84.280294	0.196412	0.429008	0.523985	83.095299	0.682509	0.593661	0.328194	65.212064
2149	NO_ID	0.238281	0.191111	0.115488	82.927002	0.514878	0.816738	0.129116	54.832291	0.199886	0.941713	0.371686	68.096525
2150	NO_ID	0.658894	0.387412	0.499485	74.784156	0.071222	0.124952	0.052557	74.393918	0.265164	0.592216	0.446849	32.600583
2151	NO_ID	0.777943	0.503984	0.580665	70.182634	0.588594	0.574177	0.229012	62.298870	0.537403	0.447283	0.678279	33.558746
2152	NO_ID	0.060988	0.121222	0.332015	70.963259	0.122198	0.289320	0.110790	80.609439	0.050497	0.060313	0.140370	59.252768
2153	NO_ID	0.948928	0.329448	0.117761	84.562056	0.064346	0.659063	0.394959	45.798339	0.651193	0.057930	0.428363	36.362622
2154	NO_ID	0.858407	0.705194	0.663496	82.609489	0.814380	0.475169	0.697367	56.672033	0.631530	0.892310	0.158346	43.260061
2155	NO_ID	0.440981	0.701913	0.508169	76.540463	0.893422	0.229797	0.305151	65.011702	0.430648	0.801278	0.399986	32.900125
2156	NO_ID	0.664877	0.301749	0.589427	62.373167	0.181315	0.472067	0.372728	64.715703	0.607119	0.158740	0.386283	40.595557
2157	NO_ID	0.316842	0.918872	0.220543	46.490057	0.117078	0.216341	0.355645	34.558780	0.605508	0.781392	0.078957	63.394212
2158	NO_ID	0.099019	0.326219	0.619956	64.029003	0.749375	0.631949	0.156493	50.676308	0.258041	0.560386	0.341571	46.286922
2159	NO_ID	0.607384	0.809434	0.240416	39.417286	0.651730	0.249262	0.501613	73.734021	0.420494	0.579339	0.345488	75.714510
2160	NO_ID	0.075155	0.910806	0.474207	42.200378	0.886737	0.805497	0.377949	49.417090	0.928936	0.158621	0.583183	58.112334
2161	NO_ID	0.413698	0.570684	0.306947	74.761281	0.389933	0.722359	0.398119	74.850471	0.930206	0.831009	0.631165	72.920406
2162	NO_ID	0.364582	0.308675	0.177626	73.221030	0.277703	0.576194	0.395090	61.011994	0.226256	0.616312	0.525072	49.819620
2163	NO_ID	0.385785	0.265059	0.225396	34.537804	0.543326	0.111973	0.405036	45.740723	0.331008	0.686334	0.148815	35.705875
2164	NO_ID	0.888481	0.797899	0.264283	40.106035	0.172757	0.821784	0.673732	49.163813	0.175323	0.239184	0.115675	63.329854
2165	NO_ID	0.101855	0.897379	0.302120	83.748551	0.224257	0.806918	0.450023	85.310988	0.763075	0.787179	0.395392	76.587065
2166	NO_ID	0.839016	0.770075	0.345428	81.523318	0.177669	0.738881	0.397417	38.473744	0.399710	0.873988	0.415228	32.039894
2167	NO_ID	0.809967	0.059090	0.289669	33.160566	0.785664	0.388773	0.676886	68.818577	0.798497	0.421454	0.453376	51.211663
2168	NO_ID	0.487698	0.555531	0.126720	46.364261	0.841471	0.570255	0.133625	74.288397	0.323883	0.103002	0.431430	39.573051
2169	NO_ID	0.118713	0.386472	0.175926	75.577815	0.844712	0.438375	0.535071	32.345642	0.623254	0.672349	0.538480	72.826415
